Age,City/PIN,IncomeBracket,HouseholdSize,OrderFreq,TypicalSpend,PrimaryMotivation,DietPattern,Allergies,NutritionImportance,BasketCombineInterest,HotSyncValue,PreferredDeliveryTier,ExtraFeeExpress,EcoSaverLikelihood_GreenCoins,LowCarbonPackagingImportance,ReturnPouch,BundleDealInterest,PreferredIncentives,AccessibilityFeatures,PainPoints,AdoptionLikelihood_30d
19,Ahmedabad,<25k,1,1-2/wk,121,Time constraints,None,None,4,4,4,Express Fresh,52,3,3,Yes,5,"Streak cashback,Targeted discounts,Carbon-offset badges",Color-blind palette,Sustainability concerns,3
37,Pune,75-100k,5,>5/wk,166,Variety,Vegetarian,"Gluten,Shellfish",5,3,3,Express Fresh,81,3,3,Yes,4,"Targeted discounts,Carbon-offset badges",Larger text/UI,Limited healthy options,3
18,Ahmedabad,50-75k,1,3-5/wk,174,Other,High-protein,None,2,5,3,Depends,0,3,3,Yes,3,"Streak cashback,Surprise free items,Carbon-offset badges","Voice-first ordering,Larger text/UI","Confusing UI,Cold food",2
19,Delhi,<25k,1,3-5/wk,95,Health meals,Calorie-controlled,None,4,3,3,Express Fresh,61,3,4,Yes,2,"Streak cashback,Targeted discounts,Carbon-offset badges",None,"Cold food,Limited healthy options,Sustainability concerns",5
45,Mumbai,50-75k,5,<1/mo,132,Variety,Calorie-controlled,"Gluten,Peanuts",4,2,4,Express Fresh,98,3,4,Yes,2,"Carbon-offset badges,Targeted discounts",Voice-first ordering,"Limited healthy options,Sustainability concerns",3
18,Lucknow,25-50k,4,3-5/wk,149,Other,High-protein,None,5,3,4,Express Fresh,56,3,4,No,4,Streak cashback,None,"Limited healthy options,Late deliveries,Confusing UI",4
37,Chennai,50-75k,4,1-2/wk,304,Time constraints,Keto,None,2,3,3,Eco-Saver,0,3,3,No,3,"Carbon-offset badges,Surprise free items,Streak cashback","Larger text/UI,Color-blind palette",None,4
23,Lucknow,<25k,2,<1/mo,109,Other,None,None,2,5,3,Express Fresh,26,3,3,Yes,4,Streak cashback,"Larger text/UI,Voice-first ordering","Limited healthy options,Confusing UI,High fees",3
32,Hyderabad,<25k,10,1-2/wk,170,Health meals,None,Shellfish,4,3,4,Eco-Saver,0,2,4,Yes,4,"Carbon-offset badges,Streak cashback,Targeted discounts","Color-blind palette,Larger text/UI",High fees,4
24,Delhi,50-75k,3,1-3/mo,187,Other,Vegetarian,None,2,2,2,Express Fresh,79,2,3,Yes,5,None of these,Color-blind palette,"Limited healthy options,Cold food,Confusing UI",3
27,Bengaluru,25-50k,3,1-3/mo,157,Convenience,None,"Soy,Gluten",4,3,4,Eco-Saver,0,1,2,Yes,2,Surprise free items,None,None,3
30,Bengaluru,75-100k,1,<1/mo,230,Other,Keto,None,4,1,5,Depends,0,4,3,Yes,4,"Streak cashback,Targeted discounts","Larger text/UI,Color-blind palette","Sustainability concerns,High fees",4
24,Jaipur,<25k,2,1-2/wk,159,Other,Vegetarian,"Gluten,Dairy",4,4,4,Express Fresh,9,3,2,Yes,3,"Streak cashback,Surprise free items",Color-blind palette,"Sustainability concerns,Late deliveries",5
24,Pune,50-75k,5,<1/mo,196,Variety,Calorie-controlled,None,2,4,3,Depends,0,4,5,Yes,4,None of these,Color-blind palette,Confusing UI,5
37,Jaipur,75-100k,1,1-3/mo,141,Time constraints,None,None,4,1,4,Depends,0,2,4,Yes,2,"Carbon-offset badges,Surprise free items,Streak cashback","Color-blind palette,Larger text/UI","Late deliveries,Confusing UI",5
33,Jaipur,25-50k,1,<1/mo,113,Variety,None,"Peanuts,Shellfish",3,4,4,Eco-Saver,0,3,2,Yes,4,"Carbon-offset badges,Targeted discounts","Voice-first ordering,Color-blind palette",None,4
18,Chennai,50-75k,1,3-5/wk,131,Variety,Calorie-controlled,Peanuts,2,2,3,Depends,0,3,5,Yes,5,"Streak cashback,Carbon-offset badges",Larger text/UI,High fees,2
27,Lucknow,25-50k,3,<1/mo,128,Variety,None,None,1,4,4,Depends,0,3,3,Yes,3,Surprise free items,Larger text/UI,"Late deliveries,High fees",4
83,Lucknow,<25k,2,1-2/wk,116,Other,None,None,3,5,3,Express Fresh,60,3,4,Yes,3,Streak cashback,Voice-first ordering,"High fees,Limited healthy options,Late deliveries",5
31,Jaipur,<25k,2,1-3/mo,139,Variety,Gluten-free,None,3,5,4,Express Fresh,0,3,4,No,3,"Streak cashback,Surprise free items",Courier empathy rating,"Cold food,Confusing UI",3
48,Hyderabad,25-50k,3,<1/mo,128,Variety,None,None,5,5,4,Express Fresh,70,3,3,Yes,3,"Surprise free items,Carbon-offset badges",None,"Sustainability concerns,Late deliveries,Limited healthy options",3
32,Pune,<25k,3,1-2/wk,76,Convenience,Vegetarian,None,4,5,3,Depends,0,3,4,Yes,3,"Carbon-offset badges,Streak cashback",Color-blind palette,Confusing UI,4
30,Jaipur,25-50k,3,<1/mo,349,Convenience,None,None,4,3,3,Express Fresh,53,4,4,Yes,3,Targeted discounts,"Voice-first ordering,Color-blind palette",High fees,5
23,Delhi,50-75k,4,1-3/mo,347,Time constraints,Gluten-free,None,5,3,4,Eco-Saver,0,5,3,Yes,2,None of these,None,"Cold food,Confusing UI,Limited healthy options",4
21,Mumbai,75-100k,6,1-2/wk,141,Convenience,Vegan,None,3,4,2,Express Fresh,106,2,3,No,3,"Streak cashback,Surprise free items,Carbon-offset badges",None,"Confusing UI,Sustainability concerns",3
27,Chennai,<25k,3,1-2/wk,198,Time constraints,Vegetarian,Shellfish,3,2,4,Depends,0,2,2,Yes,4,None of these,None,Cold food,3
33,Chennai,50-75k,4,1-3/mo,122,Variety,None,None,4,3,4,Express Fresh,50,4,5,Yes,3,"Streak cashback,Carbon-offset badges",Courier empathy rating,None,4
40,Mumbai,>100k,3,1-2/wk,256,Time constraints,Calorie-controlled,None,4,2,4,Eco-Saver,0,5,5,No,2,Streak cashback,Voice-first ordering,"Cold food,Sustainability concerns",3
30,Ahmedabad,50-75k,1,3-5/wk,263,Convenience,Calorie-controlled,None,2,3,3,Express Fresh,94,4,3,Yes,3,"Targeted discounts,Streak cashback",Voice-first ordering,None,4
25,Mumbai,50-75k,9,<1/mo,159,Variety,None,"Soy,Gluten",5,2,3,Eco-Saver,0,4,4,No,2,None of these,None,"Confusing UI,High fees,Cold food",3
28,Pune,25-50k,5,1-2/wk,212,Health meals,High-protein,None,3,4,3,Express Fresh,22,4,5,Yes,3,"Streak cashback,Surprise free items",Color-blind palette,Late deliveries,4
29,Hyderabad,25-50k,6,<1/mo,179,Variety,High-protein,None,3,4,2,Depends,0,4,3,No,5,"Surprise free items,Streak cashback",Larger text/UI,None,5
23,Mumbai,<25k,2,1-3/mo,166,Convenience,Gluten-free,None,4,2,5,Eco-Saver,0,3,2,Yes,4,None of these,"Voice-first ordering,Courier empathy rating","High fees,Confusing UI,Late deliveries",2
30,Ahmedabad,<25k,1,1-3/mo,182,Variety,None,"Shellfish,Gluten",3,3,2,Express Fresh,66,3,3,Yes,1,"Carbon-offset badges,Surprise free items",None,Confusing UI,1
26,Hyderabad,50-75k,1,3-5/wk,294,Convenience,High-protein,None,2,3,3,Depends,0,2,2,Yes,4,"Surprise free items,Targeted discounts",Color-blind palette,Confusing UI,1
44,Bengaluru,25-50k,1,1-3/mo,105,Variety,None,None,5,3,3,Express Fresh,50,3,4,No,4,Streak cashback,"Larger text/UI,Color-blind palette","Late deliveries,Confusing UI",3
29,Ahmedabad,50-75k,2,1-2/wk,161,Variety,Vegetarian,Dairy,4,3,3,Eco-Saver,0,3,3,No,4,"Carbon-offset badges,Surprise free items","Courier empathy rating,Voice-first ordering","High fees,Cold food",4
36,Hyderabad,>100k,2,3-5/wk,398,Time constraints,Vegetarian,None,2,4,4,Express Fresh,130,3,3,No,4,"Streak cashback,Surprise free items","Color-blind palette,Larger text/UI","High fees,Sustainability concerns",2
18,Jaipur,<25k,1,1-2/wk,170,Other,Calorie-controlled,"Dairy,Soy",4,2,5,Eco-Saver,0,3,3,No,3,"Targeted discounts,Carbon-offset badges",None,Sustainability concerns,2
18,Delhi,<25k,7,1-3/mo,104,Other,High-protein,None,2,2,3,Express Fresh,25,3,5,Yes,1,Surprise free items,"Courier empathy rating,Voice-first ordering","Sustainability concerns,Confusing UI",4
37,Ahmedabad,25-50k,5,>5/wk,154,Variety,None,Shellfish,4,3,4,Express Fresh,45,2,4,Yes,4,"Streak cashback,Targeted discounts",None,"Sustainability concerns,High fees",3
43,Hyderabad,<25k,4,1-3/mo,82,Health meals,Vegetarian,Soy,2,3,2,Express Fresh,53,5,3,Yes,3,"Targeted discounts,Streak cashback","Color-blind palette,Courier empathy rating",Sustainability concerns,2
38,Lucknow,25-50k,3,1-3/mo,165,Health meals,None,None,1,4,4,Express Fresh,50,5,3,Yes,3,"Surprise free items,Targeted discounts","Color-blind palette,Courier empathy rating","Confusing UI,Limited healthy options,Sustainability concerns",2
44,Lucknow,<25k,2,1-3/mo,148,Variety,Vegetarian,None,4,4,2,Express Fresh,23,4,4,Yes,2,"Targeted discounts,Streak cashback",None,Sustainability concerns,5
32,Kolkata,50-75k,4,1-2/wk,252,Variety,Calorie-controlled,"Dairy,Gluten",4,3,5,Eco-Saver,0,1,4,Yes,4,"Targeted discounts,Carbon-offset badges,Surprise free items",None,None,4
43,Kolkata,25-50k,2,3-5/wk,279,Health meals,Other,Shellfish,3,5,5,Eco-Saver,0,3,3,Yes,5,"Targeted discounts,Surprise free items",Voice-first ordering,"Cold food,Sustainability concerns",3
54,Bengaluru,<25k,3,1-2/wk,118,Health meals,Calorie-controlled,"Soy,Peanuts",3,3,3,Depends,0,3,3,Yes,4,"Streak cashback,Surprise free items","Courier empathy rating,Color-blind palette",Late deliveries,3
18,Delhi,50-75k,4,<1/mo,261,Variety,Calorie-controlled,None,3,1,2,Eco-Saver,0,4,4,Yes,4,"Streak cashback,Targeted discounts",Courier empathy rating,"Sustainability concerns,High fees",2
29,Bengaluru,25-50k,4,1-3/mo,97,Other,None,None,3,4,5,Express Fresh,32,2,2,Yes,4,Targeted discounts,"Voice-first ordering,Courier empathy rating","Late deliveries,Cold food,High fees",2
35,Ahmedabad,75-100k,3,>5/wk,253,Other,Other,None,2,5,3,Eco-Saver,0,3,4,Yes,3,Targeted discounts,None,Confusing UI,4
32,Bengaluru,25-50k,3,>5/wk,202,Other,None,None,3,3,3,Depends,0,3,3,Yes,3,"Streak cashback,Carbon-offset badges","Courier empathy rating,Larger text/UI",Limited healthy options,3
30,Ahmedabad,<25k,1,1-2/wk,152,Time constraints,High-protein,Soy,4,3,3,Depends,0,2,4,Yes,3,Carbon-offset badges,Color-blind palette,"Late deliveries,Limited healthy options",3
23,Pune,75-100k,1,1-3/mo,231,Convenience,Vegetarian,None,1,2,4,Eco-Saver,0,4,3,No,2,"Targeted discounts,Surprise free items,Carbon-offset badges",Voice-first ordering,Sustainability concerns,3
42,Kolkata,75-100k,1,1-2/wk,152,Variety,Vegetarian,None,2,4,3,Depends,0,2,5,Yes,3,None of these,Voice-first ordering,"Sustainability concerns,Late deliveries,High fees",5
27,Bengaluru,25-50k,3,1-2/wk,143,Time constraints,None,None,3,4,4,Depends,0,4,3,Yes,4,"Targeted discounts,Streak cashback,Surprise free items",None,Confusing UI,2
22,Ahmedabad,>100k,4,1-2/wk,232,Variety,None,Peanuts,4,5,1,Eco-Saver,0,4,4,Yes,3,"Surprise free items,Streak cashback","Courier empathy rating,Larger text/UI",Sustainability concerns,5
28,Ahmedabad,>100k,1,1-2/wk,170,Time constraints,Vegetarian,"Peanuts,Soy",3,5,5,Eco-Saver,0,2,3,No,3,"Streak cashback,Surprise free items,Targeted discounts","Larger text/UI,Color-blind palette","Limited healthy options,Confusing UI,High fees",4
49,Kolkata,75-100k,5,3-5/wk,367,Time constraints,Vegetarian,Dairy,2,2,4,Depends,0,4,2,Yes,2,None of these,None,"High fees,Sustainability concerns",3
24,Mumbai,>100k,1,1-2/wk,162,Variety,None,Peanuts,5,5,3,Eco-Saver,0,4,4,Yes,3,"Streak cashback,Targeted discounts,Surprise free items",Voice-first ordering,None,5
18,Mumbai,25-50k,5,1-3/mo,186,Other,None,None,3,4,4,Depends,0,5,3,No,3,"Carbon-offset badges,Surprise free items",Voice-first ordering,None,3
22,Pune,25-50k,4,1-2/wk,208,Other,Calorie-controlled,Gluten,3,3,3,Express Fresh,68,2,4,No,2,"Streak cashback,Surprise free items",None,"Sustainability concerns,High fees",2
18,Jaipur,<25k,2,1-3/mo,109,Health meals,None,None,2,3,3,Eco-Saver,0,3,4,Yes,4,"Streak cashback,Carbon-offset badges,Targeted discounts",None,None,5
43,Delhi,<25k,3,1-2/wk,185,Time constraints,Vegetarian,Dairy,3,3,4,Express Fresh,79,3,3,Yes,3,"Streak cashback,Targeted discounts",Color-blind palette,"Cold food,Late deliveries,Sustainability concerns",3
34,Delhi,25-50k,10,1-3/mo,126,Other,Calorie-controlled,None,4,3,3,Express Fresh,41,5,4,Yes,4,"Targeted discounts,Surprise free items",Courier empathy rating,"Sustainability concerns,Confusing UI,Late deliveries",5
41,Chennai,25-50k,7,1-3/mo,162,Variety,None,None,3,5,3,Depends,0,4,4,Yes,3,Surprise free items,None,Sustainability concerns,4
36,Kolkata,75-100k,1,1-3/mo,234,Convenience,Calorie-controlled,None,4,4,3,Express Fresh,116,5,4,Yes,1,"Targeted discounts,Streak cashback","Voice-first ordering,Courier empathy rating",Sustainability concerns,5
44,Bengaluru,25-50k,2,<1/mo,127,Variety,High-protein,None,3,5,4,Eco-Saver,0,5,2,Yes,3,None of these,Courier empathy rating,"High fees,Sustainability concerns,Cold food",3
19,Pune,50-75k,4,3-5/wk,129,Time constraints,Calorie-controlled,"Dairy,Peanuts",3,4,5,Express Fresh,60,3,4,Yes,2,"Surprise free items,Carbon-offset badges",None,"Late deliveries,Cold food,High fees",5
38,Ahmedabad,25-50k,5,1-3/mo,268,Convenience,None,"Soy,Shellfish",3,4,1,Depends,0,3,4,Yes,2,"Surprise free items,Carbon-offset badges,Streak cashback",None,"Sustainability concerns,Confusing UI",3
25,Pune,75-100k,5,1-3/mo,185,Variety,Calorie-controlled,None,3,3,4,Depends,0,2,4,Yes,3,"Streak cashback,Surprise free items",Color-blind palette,"High fees,Limited healthy options",4
33,Lucknow,75-100k,5,<1/mo,160,Convenience,Calorie-controlled,None,3,2,2,Eco-Saver,0,4,4,Yes,3,"Streak cashback,Targeted discounts","Color-blind palette,Voice-first ordering","Cold food,Limited healthy options,High fees",3
18,Mumbai,25-50k,2,3-5/wk,90,Other,Other,Gluten,3,3,4,Express Fresh,64,1,3,No,2,"Streak cashback,Surprise free items,Carbon-offset badges",Courier empathy rating,"Limited healthy options,Sustainability concerns",2
25,Mumbai,50-75k,1,1-3/mo,188,Other,Keto,"Gluten,Shellfish",2,3,4,Depends,0,2,4,Yes,3,"Carbon-offset badges,Surprise free items","Voice-first ordering,Courier empathy rating","Sustainability concerns,Confusing UI",4
29,Pune,>100k,4,>5/wk,335,Convenience,None,None,4,4,3,Eco-Saver,0,4,3,Yes,3,"Targeted discounts,Streak cashback,Carbon-offset badges",Larger text/UI,"High fees,Late deliveries",4
36,Pune,25-50k,5,1-2/wk,222,Other,None,"Peanuts,Shellfish",5,3,3,Eco-Saver,0,3,3,Yes,1,"Targeted discounts,Surprise free items","Courier empathy rating,Color-blind palette","Cold food,Late deliveries,High fees",4
24,Hyderabad,25-50k,2,1-2/wk,147,Variety,Other,Shellfish,3,3,3,Depends,0,5,3,Yes,1,"Carbon-offset badges,Surprise free items,Targeted discounts","Color-blind palette,Larger text/UI","Cold food,Confusing UI",3
28,Mumbai,<25k,2,1-2/wk,109,Other,Calorie-controlled,Gluten,4,3,3,Express Fresh,85,4,5,No,3,Streak cashback,Courier empathy rating,"Confusing UI,Sustainability concerns,Late deliveries",4
34,Jaipur,<25k,3,1-3/mo,102,Other,Vegetarian,None,3,2,3,Depends,0,4,4,Yes,4,Carbon-offset badges,Color-blind palette,Confusing UI,2
37,Delhi,50-75k,4,1-3/mo,182,Time constraints,Calorie-controlled,None,3,2,4,Eco-Saver,0,3,2,Yes,3,None of these,Voice-first ordering,"Sustainability concerns,Cold food",2
32,Delhi,<25k,2,<1/mo,111,Time constraints,Keto,None,2,4,3,Express Fresh,119,4,2,No,2,"Streak cashback,Surprise free items,Targeted discounts","Courier empathy rating,Voice-first ordering",None,3
44,Ahmedabad,<25k,3,>5/wk,144,Other,High-protein,None,5,4,3,Express Fresh,40,2,3,Yes,4,Streak cashback,"Larger text/UI,Color-blind palette",Sustainability concerns,5
25,Lucknow,<25k,4,1-3/mo,46,Convenience,Vegetarian,Soy,2,4,3,Express Fresh,64,3,2,Yes,5,Surprise free items,"Voice-first ordering,Courier empathy rating","Limited healthy options,Cold food,Late deliveries",3
18,Mumbai,25-50k,4,1-3/mo,172,Convenience,Vegetarian,"Gluten,Shellfish",3,4,4,Depends,0,2,4,Yes,3,"Streak cashback,Targeted discounts,Surprise free items",None,Confusing UI,5
43,Mumbai,>100k,2,1-2/wk,149,Convenience,Gluten-free,None,3,5,3,Express Fresh,106,3,5,Yes,2,None of these,None,High fees,3
18,Delhi,50-75k,4,3-5/wk,174,Convenience,Vegetarian,None,4,3,3,Eco-Saver,0,3,4,No,4,Carbon-offset badges,"Courier empathy rating,Larger text/UI","Late deliveries,Sustainability concerns",4
30,Pune,<25k,3,<1/mo,129,Variety,Vegetarian,"Gluten,Peanuts",4,3,5,Eco-Saver,0,3,4,Yes,2,"Surprise free items,Carbon-offset badges,Streak cashback","Larger text/UI,Courier empathy rating","Sustainability concerns,Limited healthy options,High fees",3
38,Chennai,<25k,6,<1/mo,67,Time constraints,None,Shellfish,2,2,3,Depends,0,3,2,Yes,3,"Targeted discounts,Surprise free items","Color-blind palette,Larger text/UI","Cold food,Confusing UI",3
23,Bengaluru,75-100k,2,>5/wk,237,Time constraints,None,None,3,2,3,Depends,0,3,3,No,3,None of these,Courier empathy rating,"High fees,Sustainability concerns,Limited healthy options",2
18,Chennai,25-50k,2,<1/mo,216,Time constraints,Vegan,Soy,4,4,3,Depends,0,1,3,Yes,1,Targeted discounts,Larger text/UI,Limited healthy options,5
30,Lucknow,>100k,2,1-2/wk,225,Convenience,Keto,None,4,5,3,Eco-Saver,0,3,3,Yes,3,"Streak cashback,Targeted discounts,Surprise free items","Color-blind palette,Voice-first ordering",Cold food,5
48,Ahmedabad,>100k,4,1-2/wk,265,Convenience,None,None,4,4,4,Eco-Saver,0,3,4,Yes,3,"Streak cashback,Targeted discounts",Color-blind palette,"Confusing UI,Late deliveries,Cold food",5
28,Delhi,50-75k,5,1-3/mo,126,Time constraints,None,None,5,4,4,Eco-Saver,0,3,2,No,4,None of these,"Courier empathy rating,Larger text/UI",None,5
44,Chennai,50-75k,5,3-5/wk,192,Other,None,Peanuts,3,5,4,Express Fresh,75,2,4,Yes,4,Carbon-offset badges,"Courier empathy rating,Larger text/UI","Cold food,Confusing UI",3
28,Kolkata,25-50k,1,1-2/wk,150,Health meals,None,Dairy,3,2,2,Express Fresh,72,3,3,Yes,4,Carbon-offset badges,"Voice-first ordering,Courier empathy rating",Late deliveries,2
21,Ahmedabad,75-100k,2,3-5/wk,240,Other,None,None,2,4,3,Eco-Saver,0,3,2,Yes,4,Streak cashback,None,"Confusing UI,Sustainability concerns",3
23,Ahmedabad,50-75k,4,1-2/wk,162,Time constraints,Vegetarian,None,4,4,4,Eco-Saver,0,3,3,Yes,3,None of these,None,"Cold food,Sustainability concerns,Late deliveries",3
21,Bengaluru,50-75k,1,<1/mo,163,Other,None,None,3,4,4,Depends,0,4,3,Yes,2,Streak cashback,Voice-first ordering,Cold food,4
37,Chennai,50-75k,1,1-3/mo,218,Other,High-protein,None,4,2,3,Eco-Saver,0,2,4,Yes,1,Surprise free items,Larger text/UI,"Confusing UI,Limited healthy options",4
26,Chennai,<25k,6,1-2/wk,222,Other,Calorie-controlled,Shellfish,4,2,5,Eco-Saver,0,5,3,No,3,"Targeted discounts,Surprise free items",None,"Sustainability concerns,High fees,Late deliveries",3
20,Ahmedabad,50-75k,6,1-3/mo,141,Variety,Vegan,None,3,5,3,Express Fresh,47,4,4,Yes,3,"Streak cashback,Carbon-offset badges,Surprise free items","Courier empathy rating,Voice-first ordering","Cold food,Limited healthy options",4
28,Lucknow,50-75k,1,1-2/wk,144,Other,Vegan,Shellfish,3,3,4,Eco-Saver,0,2,2,Yes,2,Streak cashback,"Larger text/UI,Color-blind palette","Sustainability concerns,Confusing UI,High fees",3
41,Delhi,25-50k,1,3-5/wk,69,Variety,Vegan,Dairy,3,2,5,Depends,0,3,4,Yes,2,"Surprise free items,Streak cashback,Targeted discounts",Larger text/UI,Limited healthy options,4
26,Mumbai,<25k,1,<1/mo,161,Time constraints,None,None,4,2,2,Eco-Saver,0,1,3,Yes,1,Carbon-offset badges,None,"Cold food,Late deliveries,Confusing UI",3
22,Pune,75-100k,1,1-3/mo,162,Convenience,Vegetarian,None,4,2,3,Express Fresh,111,3,4,Yes,3,Streak cashback,None,None,5
42,Ahmedabad,50-75k,3,1-2/wk,211,Time constraints,High-protein,Shellfish,4,3,3,Eco-Saver,0,2,2,Yes,1,Carbon-offset badges,"Larger text/UI,Color-blind palette","Late deliveries,Cold food,Limited healthy options",3
28,Kolkata,25-50k,3,1-2/wk,88,Health meals,None,None,4,2,2,Eco-Saver,0,3,2,Yes,4,"Targeted discounts,Surprise free items",Voice-first ordering,"Late deliveries,Limited healthy options",4
43,Jaipur,50-75k,3,1-2/wk,220,Other,Calorie-controlled,None,4,3,2,Eco-Saver,0,3,4,Yes,4,None of these,None,None,5
21,Lucknow,50-75k,6,1-2/wk,120,Other,Vegetarian,None,3,3,4,Express Fresh,114,3,3,Yes,3,"Streak cashback,Surprise free items",Voice-first ordering,None,2
33,Ahmedabad,75-100k,1,<1/mo,196,Other,Vegetarian,None,3,3,5,Express Fresh,45,4,5,No,5,"Carbon-offset badges,Surprise free items","Courier empathy rating,Larger text/UI","Late deliveries,Confusing UI,Limited healthy options",4
36,Delhi,25-50k,2,>5/wk,107,Convenience,High-protein,None,4,4,4,Express Fresh,53,4,3,Yes,4,"Streak cashback,Carbon-offset badges,Surprise free items",Color-blind palette,Confusing UI,4
21,Kolkata,25-50k,2,1-3/mo,95,Other,Calorie-controlled,Shellfish,2,5,4,Eco-Saver,0,3,4,Yes,5,"Targeted discounts,Streak cashback,Carbon-offset badges",Color-blind palette,"Limited healthy options,Cold food",5
24,Kolkata,>100k,2,3-5/wk,423,Time constraints,None,None,2,4,3,Express Fresh,96,3,5,Yes,4,"Targeted discounts,Streak cashback,Surprise free items",None,"High fees,Cold food",3
18,Chennai,75-100k,1,1-2/wk,142,Variety,None,None,3,3,2,Express Fresh,93,3,4,No,3,"Targeted discounts,Surprise free items",Voice-first ordering,"Confusing UI,Sustainability concerns",2
27,Kolkata,50-75k,3,1-2/wk,250,Variety,Vegetarian,None,3,5,2,Eco-Saver,0,5,3,Yes,3,"Targeted discounts,Surprise free items,Carbon-offset badges",Courier empathy rating,Sustainability concerns,3
18,Hyderabad,50-75k,3,1-2/wk,107,Variety,Vegan,None,4,2,4,Depends,0,4,2,No,2,"Streak cashback,Surprise free items,Carbon-offset badges",None,"Limited healthy options,High fees",4
47,Lucknow,<25k,4,1-3/mo,119,Variety,Vegan,"Peanuts,Dairy",3,2,5,Eco-Saver,0,3,3,No,2,None of these,"Courier empathy rating,Color-blind palette","Confusing UI,High fees",3
28,Pune,<25k,2,1-3/mo,182,Variety,None,Gluten,4,3,4,Express Fresh,69,3,5,Yes,5,"Carbon-offset badges,Surprise free items","Color-blind palette,Courier empathy rating","High fees,Limited healthy options",5
43,Pune,50-75k,2,3-5/wk,91,Time constraints,None,"Dairy,Soy",3,3,3,Express Fresh,57,4,4,Yes,4,"Carbon-offset badges,Targeted discounts,Streak cashback","Courier empathy rating,Larger text/UI",High fees,2
38,Chennai,>100k,3,<1/mo,495,Health meals,None,"Shellfish,Gluten",4,4,3,Express Fresh,77,5,4,Yes,4,"Carbon-offset badges,Surprise free items",Larger text/UI,"Sustainability concerns,Late deliveries,Cold food",4
18,Hyderabad,50-75k,2,<1/mo,330,Other,None,None,2,2,3,Express Fresh,109,3,4,No,4,"Carbon-offset badges,Surprise free items","Larger text/UI,Voice-first ordering","Cold food,Confusing UI",2
37,Hyderabad,>100k,2,1-3/mo,227,Other,None,"Soy,Gluten",3,5,2,Depends,0,3,2,No,2,None of these,"Voice-first ordering,Courier empathy rating","Limited healthy options,Late deliveries,Confusing UI",4
24,Lucknow,25-50k,4,3-5/wk,368,Convenience,Vegetarian,None,3,3,3,Eco-Saver,0,3,2,Yes,4,Streak cashback,Courier empathy rating,"Confusing UI,Limited healthy options,Late deliveries",3
26,Chennai,25-50k,5,1-2/wk,117,Health meals,Vegetarian,None,3,3,4,Depends,0,2,2,No,4,Targeted discounts,Color-blind palette,Cold food,1
22,Jaipur,<25k,4,1-2/wk,94,Variety,Vegetarian,Gluten,4,3,3,Eco-Saver,0,3,2,No,2,"Targeted discounts,Surprise free items","Voice-first ordering,Color-blind palette","Limited healthy options,Sustainability concerns",3
31,Chennai,25-50k,1,>5/wk,219,Convenience,None,None,2,4,5,Express Fresh,41,2,3,Yes,2,"Surprise free items,Carbon-offset badges",Voice-first ordering,"Cold food,Limited healthy options",4
31,Pune,50-75k,4,3-5/wk,148,Variety,None,None,3,3,3,Eco-Saver,0,4,1,Yes,4,"Carbon-offset badges,Targeted discounts,Surprise free items","Color-blind palette,Voice-first ordering",Late deliveries,3
34,Bengaluru,50-75k,1,1-3/mo,223,Health meals,Vegetarian,Shellfish,3,3,3,Express Fresh,91,3,2,Yes,3,"Streak cashback,Surprise free items,Targeted discounts","Voice-first ordering,Larger text/UI","Cold food,Late deliveries,Sustainability concerns",3
42,Lucknow,25-50k,3,1-3/mo,101,Convenience,None,None,3,4,2,Express Fresh,95,3,3,No,4,"Targeted discounts,Streak cashback,Surprise free items",None,High fees,2
29,Lucknow,25-50k,4,3-5/wk,241,Time constraints,Vegan,None,5,4,4,Express Fresh,85,1,4,Yes,3,"Carbon-offset badges,Streak cashback",None,"Confusing UI,Cold food",5
38,Delhi,25-50k,3,3-5/wk,189,Variety,None,None,4,5,3,Depends,0,3,3,Yes,3,Targeted discounts,"Voice-first ordering,Courier empathy rating","Confusing UI,High fees,Sustainability concerns",5
28,Pune,75-100k,1,1-3/mo,140,Convenience,None,None,3,4,5,Express Fresh,119,5,2,Yes,4,Surprise free items,None,"High fees,Cold food",4
53,Bengaluru,50-75k,3,>5/wk,167,Health meals,None,"Shellfish,Dairy",4,5,3,Eco-Saver,0,4,5,Yes,2,Carbon-offset badges,None,"Limited healthy options,Confusing UI,Late deliveries",4
25,Pune,75-100k,1,1-3/mo,264,Health meals,None,None,2,3,4,Express Fresh,104,2,3,Yes,5,"Surprise free items,Targeted discounts",Courier empathy rating,"Confusing UI,Late deliveries,Sustainability concerns",1
39,Hyderabad,<25k,2,1-3/mo,68,Health meals,Calorie-controlled,None,3,3,3,Depends,0,5,5,Yes,3,None of these,Color-blind palette,High fees,4
44,Jaipur,>100k,1,<1/mo,137,Time constraints,Gluten-free,None,4,4,3,Express Fresh,148,1,5,No,3,"Targeted discounts,Surprise free items",Color-blind palette,"Confusing UI,Sustainability concerns",5
22,Bengaluru,>100k,1,3-5/wk,109,Time constraints,None,Gluten,4,3,5,Eco-Saver,0,2,4,Yes,5,"Carbon-offset badges,Streak cashback",Courier empathy rating,"Cold food,High fees",4
31,Chennai,75-100k,5,>5/wk,188,Health meals,Calorie-controlled,None,3,2,3,Express Fresh,75,2,3,Yes,2,Carbon-offset badges,"Courier empathy rating,Color-blind palette","Late deliveries,Limited healthy options,Sustainability concerns",1
